REGISTRY_NAME,DISPLAY_NAME
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:direct"", ""enderio:enabled"": 1 as byte})","Dark Steel Upgrade ""Direct"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:elytra""})","Dark Steel Upgrade ""Elytra"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:elytra"", ""enderio:enabled"": 1 as byte})","Dark Steel Upgrade ""Elytra"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:energyupgrade""})","Dark Steel Upgrade ""Empowered"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:energyupgrade"", ""enderio:enabled"": 1 as byte})","Dark Steel Upgrade ""Empowered"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:energyupgrade1""})","Dark Steel Upgrade ""Empowered II"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:energyupgrade1"", ""enderio:enabled"": 1 as byte})","Dark Steel Upgrade ""Empowered II"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:energyupgrade2""})","Dark Steel Upgrade ""Empowered III"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:energyupgrade2"", ""enderio:enabled"": 1 as byte})","Dark Steel Upgrade ""Empowered III"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:energyupgrade3""})","Dark Steel Upgrade ""Empowered IV"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:energyupgrade3"", ""enderio:enabled"": 1 as byte})","Dark Steel Upgrade ""Empowered IV"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:energyupgrade4""})","Dark Steel Upgrade ""Empowered V"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:energyupgrade4"", ""enderio:enabled"": 1 as byte})","Dark Steel Upgrade ""Empowered V"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:glide""})","Dark Steel Upgrade ""Glider"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:glide"", ""enderio:enabled"": 1 as byte})","Dark Steel Upgrade ""Glider"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:hoe""})","Dark Steel Upgrade ""Fork"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:hoe"", ""enderio:enabled"": 1 as byte})","Dark Steel Upgrade ""Fork"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:inv""})","Dark Steel Upgrade ""Inventory I"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:inv"", ""enderio:enabled"": 1 as byte})","Dark Steel Upgrade ""Inventory I"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:inv1""})","Dark Steel Upgrade ""Inventory II"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:inv1"", ""enderio:enabled"": 1 as byte})","Dark Steel Upgrade ""Inventory II"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:inv2""})","Dark Steel Upgrade ""Inventory III"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:inv2"", ""enderio:enabled"": 1 as byte})","Dark Steel Upgrade ""Inventory III"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:jumpboost1""})","Dark Steel Upgrade ""Jump"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:jumpboost1"", ""enderio:enabled"": 1 as byte})","Dark Steel Upgrade ""Jump"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:jumpboost2""})","Dark Steel Upgrade ""Jump II"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:jumpboost2"", ""enderio:enabled"": 1 as byte})","Dark Steel Upgrade ""Jump II"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:jumpboost3""})","Dark Steel Upgrade ""Jump III"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:jumpboost3"", ""enderio:enabled"": 1 as byte})","Dark Steel Upgrade ""Jump III"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:nightvision""})","Dark Steel Upgrade ""Night Vision"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:nightvision"", ""enderio:enabled"": 1 as byte})","Dark Steel Upgrade ""Night Vision"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:padding""})","Dark Steel Upgrade ""Padding"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:padding"", ""enderio:enabled"": 1 as byte})","Dark Steel Upgrade ""Padding"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderiomachines:solar""})","Dark Steel Upgrade ""Simple Solar"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderiomachines:solar"", ""enderio:enabled"": 1 as byte})","Dark Steel Upgrade ""Simple Solar"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderiomachines:solar1""})","Dark Steel Upgrade ""Solar I"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderiomachines:solar1"", ""enderio:enabled"": 1 as byte})","Dark Steel Upgrade ""Solar I"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderiomachines:solar2""})","Dark Steel Upgrade ""Solar II"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderiomachines:solar2"", ""enderio:enabled"": 1 as byte})","Dark Steel Upgrade ""Solar II"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderiomachines:solar3""})","Dark Steel Upgrade ""Solar III"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderiomachines:solar3"", ""enderio:enabled"": 1 as byte})","Dark Steel Upgrade ""Solar III"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:sounddetector""})","Dark Steel Upgrade ""Sound Locator"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:sounddetector"", ""enderio:enabled"": 1 as byte})","Dark Steel Upgrade ""Sound Locator"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:speedboost1""})","Dark Steel Upgrade ""Speed"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:speedboost1"", ""enderio:enabled"": 1 as byte})","Dark Steel Upgrade ""Speed"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:speedboost2""})","Dark Steel Upgrade ""Speed II"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:speedboost2"", ""enderio:enabled"": 1 as byte})","Dark Steel Upgrade ""Speed II"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:speedboost3""})","Dark Steel Upgrade ""Speed III"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:speedboost3"", ""enderio:enabled"": 1 as byte})","Dark Steel Upgrade ""Speed III"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:spoon""})","Dark Steel Upgrade ""Spoon"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:spoon"", ""enderio:enabled"": 1 as byte})","Dark Steel Upgrade ""Spoon"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:step_assist""})","Dark Steel Upgrade ""Step Assist"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:step_assist"", ""enderio:enabled"": 1 as byte})","Dark Steel Upgrade ""Step Assist"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:swim""})","Dark Steel Upgrade ""Flippers"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:swim"", ""enderio:enabled"": 1 as byte})","Dark Steel Upgrade ""Flippers"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:tnt""})","Dark Steel Upgrade ""Explosive I"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:tnt"", ""enderio:enabled"": 1 as byte})","Dark Steel Upgrade ""Explosive I"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:tnt1""})","Dark Steel Upgrade ""Explosive II"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:tnt1"", ""enderio:enabled"": 1 as byte})","Dark Steel Upgrade ""Explosive II"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:tnt2""})","Dark Steel Upgrade ""Explosive III"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:tnt2"", ""enderio:enabled"": 1 as byte})","Dark Steel Upgrade ""Explosive III"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:tnt3""})","Dark Steel Upgrade ""Explosive IV"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:tnt3"", ""enderio:enabled"": 1 as byte})","Dark Steel Upgrade ""Explosive IV"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:tnt4""})","Dark Steel Upgrade ""Explosive V"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:tnt4"", ""enderio:enabled"": 1 as byte})","Dark Steel Upgrade ""Explosive V"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:top""})","Dark Steel Upgrade ""The One Probe"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:top"", ""enderio:enabled"": 1 as byte})","Dark Steel Upgrade ""The One Probe"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:travel""})","Dark Steel Upgrade ""Travel"""
"<enderio:item_dark_steel_upgrade:1>.withTag({""enderio:dsu"": ""enderio:travel"", ""enderio:enabled"": 1 as byte})","Dark Steel Upgrade ""Travel"""
<enderio:item_data_conduit>,Data Conduit
<enderio:item_enchantment_filter_big>,Big Enchantment Item Filter
<enderio:item_enchantment_filter_normal>,Enchantment Item Filter
<enderio:item_end_steel_axe>,Ender Axe
"<enderio:item_end_steel_axe>.withTag({""enderio.darksteel.upgrade.hoe"": {level: 0}, ""enderio.darksteel.upgrade.direct"": {level: 0}, ""enderio.darksteel.upgrade.energyUpgrade"": {level: 4, energy: 2500000}})",Ender Axe
<enderio:item_end_steel_boots>,End Steel Boots
"<enderio:item_end_steel_boots>.withTag({""enderio.darksteel.upgrade.swim"": {level: 0}, ""enderio.darksteel.upgrade.jumpBoost"": {level: 3}, ""enderio.darksteel.upgrade.inv"": {level: 2}, ""enderio.darksteel.upgrade.energyUpgrade"": {level: 4, energy: 2500000}, ""enderio.darksteel.upgrade.anvil"": {level: 2}, ""enderio.darksteel.upgrade.step_assist"": {level: 0}})",End Steel Boots
<enderio:item_end_steel_bow>,Ender Bow
"<enderio:item_end_steel_bow>.withTag({""enderio.darksteel.upgrade.energyUpgrade"": {level: 4, energy: 2500000}})",Ender Bow
<enderio:item_end_steel_chestplate>,End Steel Chestplate
"<enderio:item_end_steel_chestplate>.withTag({""enderio.darksteel.upgrade.energyUpgrade"": {level: 4, energy: 2500000}, ""enderio.darksteel.upgrade.inv"": {level: 2}, ""enderio.darksteel.upgrade.glide"": {level: 0}, ""enderio.darksteel.upgrade.anvil"": {level: 2}})",End Steel Chestplate
"<enderio:item_end_steel_chestplate>.withTag({""enderio.darksteel.upgrade.energyUpgrade"": {level: 4, energy: 2500000}, ""enderio.darksteel.upgrade.inv"": {level: 2}, ""enderio.darksteel.upgrade.elytra"": {level: 0}, ""enderio.darksteel.upgrade.anvil"": {level: 2}})",End Steel Chestplate
<enderio:item_end_steel_helmet>,End Steel Helmet
"<enderio:item_end_steel_helmet>.withTag({""enderio.darksteel.upgrade.soundDetector"": {level: 0}, theoneprobe: 1, ""enderio.darksteel.upgrade.inv"": {level: 2}, ""enderio.darksteel.upgrade.energyUpgrade"": {level: 4, energy: 2500000}, ""enderio.darksteel.upgrade.solar"": {level: 3}, ""enderio.darksteel.upgrade.nightVision"": {level: 0}, ""enderio.darksteel.upgrade.padding"": {level: 0}, ""enderio.darksteel.upgrade.top"": {level: 0}, ""enderio.darksteel.upgrade.anvil"": {level: 2}})",End Steel Helmet
<enderio:item_end_steel_leggings>,End Steel Leggings
"<enderio:item_end_steel_leggings>.withTag({""enderio.darksteel.upgrade.energyUpgrade"": {level: 4, energy: 2500000}, ""enderio.darksteel.upgrade.inv"": {level: 2}, ""enderio.darksteel.upgrade.speedBoost"": {level: 3}, ""enderio.darksteel.upgrade.anvil"": {level: 2}})",End Steel Leggings
<enderio:item_end_steel_pickaxe>,Ender Pickaxe
"<enderio:item_end_steel_pickaxe>.withTag({""enderio.darksteel.upgrade.travel"": {level: 0}, ""enderio.darksteel.upgrade.direct"": {level: 0}, ""enderio.darksteel.upgrade.energyUpgrade"": {level: 4, energy: 2500000}, ""enderio.darksteel.upgrade.spoon"": {level: 0}, ""enderio.darksteel.upgrade.tnt"": {level: 0}})",Ender Pickaxe
"<enderio:item_end_steel_pickaxe>.withTag({""enderio.darksteel.upgrade.travel"": {level: 0}, ""enderio.darksteel.upgrade.direct"": {level: 0}, ""enderio.darksteel.upgrade.energyUpgrade"": {level: 4, energy: 2500000}, ""enderio.darksteel.upgrade.spoon"": {level: 0}, ""enderio.darksteel.upgrade.depth"": {level: 0}, ""enderio.darksteel.upgrade.carpet"": {level: 0}, ""enderio.darksteel.upgrade.tnt"": {level: 4}})",Ender Pickaxe
<enderio:item_end_steel_shield>,Ender Shield
"<enderio:item_end_steel_shield>.withTag({""enderio.darksteel.upgrade.energyUpgrade"": {level: 3, energy: 1000000}})",Ender Shield
<enderio:item_end_steel_sword>,The Ender Mk2
"<enderio:item_end_steel_sword>.withTag({""enderio.darksteel.upgrade.travel"": {level: 0}, ""enderio.darksteel.upgrade.direct"": {level: 0}, ""enderio.darksteel.upgrade.energyUpgrade"": {level: 4, energy: 2500000}})",The Ender Mk2
<enderio:item_ender_food>,"""Enderios"""
<enderio:item_enderface>,Enderface
<enderio:item_endergy_conduit>,Enderium Energy Conduit
<enderio:item_endergy_conduit:1>,End Steel Energy Conduit
<enderio:item_endergy_conduit:2>,Aluminium Energy Conduit
<enderio:item_endergy_conduit:3>,Gold Energy Conduit
<enderio:item_endergy_conduit:4>,Signalum Energy Conduit
<enderio:item_endergy_conduit:5>,Silver Energy Conduit
<enderio:item_endergy_conduit:6>,Lumium Energy Conduit
<enderio:item_endergy_conduit:7>,Energetic Silver Energy Conduit
<enderio:item_endergy_conduit:8>,Crystalline Energy Conduit
<enderio:item_endergy_conduit:9>,Crystalline Pink Slime Energy Conduit
<enderio:item_endergy_conduit:10>,Draconium Energy Conduit
<enderio:item_endergy_conduit:11>,Draconic Superconductor Energy Conduit
<enderio:item_existing_item_filter>,Existing Item Filter
<enderio:item_extract_speed_downgrade>,Extract Speed Downgrade
<enderio:item_extract_speed_upgrade>,Extract Speed Upgrade
<enderio:item_fluid_filter>,Basic Fluid Filter
<enderio:item_inventory_charger>,Inventory Charger
"<enderio:item_inventory_charger>.withTag({""enderio.darksteel.upgrade.energyUpgrade"": {level: 0}})",Inventory Charger
"<enderio:item_inventory_charger>.withTag({""enderio.darksteel.upgrade.energyUpgrade"": {level: 3, energy: 25000000}})",Inventory Charger
<enderio:item_inventory_charger_basic>,Basic Inventory Charger
"<enderio:item_inventory_charger_basic>.withTag({""enderio.darksteel.upgrade.energyUpgrade"": {level: 0}})",Basic Inventory Charger
"<enderio:item_inventory_charger_basic>.withTag({""enderio.darksteel.upgrade.energyUpgrade"": {level: 3, energy: 5000000}})",Basic Inventory Charger
<enderio:item_inventory_charger_simple>,Simple Inventory Charger
"<enderio:item_inventory_charger_simple>.withTag({""enderio.darksteel.upgrade.energyUpgrade"": {level: 0}})",Simple Inventory Charger
"<enderio:item_inventory_charger_simple>.withTag({""enderio.darksteel.upgrade.energyUpgrade"": {level: 3, energy: 500000}})",Simple Inventory Charger
<enderio:item_inventory_charger_vibrant>,Vibrant Inventory Charger
"<enderio:item_inventory_charger_vibrant>.withTag({""enderio.darksteel.upgrade.energyUpgrade"": {level: 0}})",Vibrant Inventory Charger
"<enderio:item_inventory_charger_vibrant>.withTag({""enderio.darksteel.upgrade.energyUpgrade"": {level: 3, energy: 125000000}})",Vibrant Inventory Charger
<enderio:item_inventory_remote>,Inventory Panel Remote
<enderio:item_item_conduit>,Item Conduit
<enderio:item_limited_item_filter>,Limited Item Filter
<enderio:item_liquid_conduit>,Fluid Conduit
<enderio:item_liquid_conduit:1>,Pressurized Fluid Conduit
<enderio:item_liquid_conduit:2>,Ender Fluid Conduit
<enderio:item_location_printout>,Location Printout
<enderio:item_magnet>,Electromagnet
"<enderio:item_magnet>.withTag({""enderio:energy"": 100000})",Electromagnet
<enderio:item_material>,Simple Machine Chassis
<enderio:item_material:1>,Industrial Machine Chassis
<enderio:item_material:2>,Machine Parts
<enderio:item_material:3>,Photovoltaic Plate
<enderio:item_material:4>,Conduit Binder
<enderio:item_material:5>,Silicon
<enderio:item_material:6>,Glider Wing
<enderio:item_material:7>,Glider Wings
<enderio:item_material:8>,Nutritious Stick
<enderio:item_material:9>,Wooden Gear
<enderio:item_material:10>,Stone Compound Gear
<enderio:item_material:11>,Infinity Bimetal Gear
<enderio:item_material:12>,Energized Bimetal Gear
<enderio:item_material:13>,Vibrant Bimetal Gear
<enderio:item_material:14>,Pulsating Crystal
<enderio:item_material:15>,Vibrant Crystal
<enderio:item_material:16>,Ender Crystal
<enderio:item_material:17>,Enticing Crystal
<enderio:item_material:18>,Weather Crystal
<enderio:item_material:19>,Prescient Crystal
<enderio:item_material:20>,Grains of Infinity
<enderio:item_material:21>,Flour
<enderio:item_material:22>,Conduit Binder Composite
<enderio:item_material:23>,Coal Powder
<enderio:item_material:24>,Iron Powder
<enderio:item_material:25>,Gold Powder
<enderio:item_material:26>,Copper Powder
<enderio:item_material:27>,Tin Powder
<enderio:item_material:28>,Ender Pearl Powder
<enderio:item_material:29>,Obsidian Powder
<enderio:item_material:31>,Cobalt Powder
<enderio:item_material:32>,Lapis Lazuli Powder
<enderio:item_material:33>,Quartz Powder
<enderio:item_material:34>,Grains of Prescience
<enderio:item_material:35>,Grains of Vibrancy
<enderio:item_material:36>,Grains of Piezallity
<enderio:item_material:37>,Grains of the End
<enderio:item_material:38>,Photovoltaic Composite
<enderio:item_material:39>,Enderium Base
<enderio:item_material:40>,Zombie Electrode
<enderio:item_material:41>,Z-Logic Controller
<enderio:item_material:42>,Frank'N'Zombie
<enderio:item_material:43>,Ender Resonator
<enderio:item_material:44>,Sentient Ender
<enderio:item_material:45>,Skeletal Contractor
<enderio:item_material:46>,Clippings and Trimmings
<enderio:item_material:47>,Twigs and Prunings
<enderio:item_material:48>,Organic Green Dye
<enderio:item_material:49>,Organic Brown Dye
<enderio:item_material:50>,Organic Black Dye
<enderio:item_material:51>,Industrial Dye Blend
<enderio:item_material:52>,Soul Attuned Dye Blend
<enderio:item_material:53>,Soul Machine Chassis
<enderio:item_material:54>,Enhanced Machine Chassis
<enderio:item_material:55>,Soulless Machine Chassis
<enderio:item_material:56>,Guardian Diode
<enderio:item_material:57>,Signalum Grinding Ball
<enderio:item_material:58>,Enderium Grinding Ball
<enderio:item_material:59>,Lumium Grinding Ball
<enderio:item_material:60>,Redstone Filter Base
<enderio:item_material:61>,Confusing Powder
<enderio:item_material:62>,Ender Fragment
<enderio:item_material:63>,Withering Dust
<enderio:item_material:64>,Remote Awareness Upgrade
<enderio:item_material:65>,Wireless Energy Transmitter Dish Assembly
<enderio:item_material:66>,End Steel Chassis
<enderio:item_material:67>,Enhanced Dye Blend
<enderio:item_material:68>,Enhanced Machine Parts
<enderio:item_material:69>,Simple Machine Parts
<enderio:item_material:70>,Cake Base
<enderio:item_material:71>,Infinity Rod
<enderio:item_material:72>,Nethercotta
<enderio:item_material:73>,Dark Bimetal Gear
<enderio:item_material:74>,Soul Powder
<enderio:item_material:75>,Infinity Reagent
<enderio:item_material:76>,Clay-Coated Glowstone Dust
<enderio:item_material:77>,Black Paper
<enderio:item_material:78>,Animal Token
<enderio:item_material:79>,Monster Token
<enderio:item_material:80>,Player Token
<enderio:item_material:81>,Unfired Death Urn
<enderio:item_me_conduit>,ME Conduit
<enderio:item_me_conduit:1>,Dense ME Conduit
<enderio:item_mod_item_filter>,Mod Item Filter
<enderio:item_owl_egg>,Owl Egg
<enderio:item_power_conduit>,Conductive Iron Energy Conduit
<enderio:item_power_conduit:1>,Energetic Alloy Energy Conduit
<enderio:item_power_conduit:2>,Vibrant Alloy Energy Conduit
<enderio:item_power_item_filter>,Power Item Filter
<enderio:item_redstone_and_filter>,Redstone AND Filter
<enderio:item_redstone_conduit>,Redstone Conduit
<enderio:item_redstone_counting_filter>,Redstone Counting Filter
<enderio:item_redstone_nand_filter>,Redstone NAND Filter
<enderio:item_redstone_nor_filter>,Redstone NOR Filter
<enderio:item_redstone_not_filter>,Redstone NOT Filter
<enderio:item_redstone_or_filter>,Redstone OR Filter
<enderio:item_redstone_sensor_filter>,Redstone Sensor Filter
<enderio:item_redstone_timer_filter>,Redstone Timer Filter
<enderio:item_redstone_toggle_filter>,Redstone Toggle Latch Filter
<enderio:item_redstone_xnor_filter>,Redstone XNOR Filter
<enderio:item_redstone_xor_filter>,Redstone XOR Filter
<enderio:item_rod_of_return>,Rod of Return
"<enderio:item_rod_of_return>.withTag({""enderio:energy"": 2000000, ""enderio:famount"": 200})",Rod of Return
<enderio:item_soul_filter_big>,Big Soul Item Filter
<enderio:item_soul_filter_normal>,Soul Item Filter
<enderio:item_soul_vial>,Soul Vial
<enderio:item_staff_of_levity>,Staff of Levity
"<enderio:item_staff_of_levity>.withTag({""enderio.darksteel.upgrade.energyUpgrade"": {level: 3, energy: 1000000}, ""enderio:famount"": 8000})",Staff of Levity
<enderio:item_stellar_alloy_axe>,Stellar Axe
"<enderio:item_stellar_alloy_axe>.withTag({""enderio.darksteel.upgrade.hoe"": {level: 0}, ""enderio.darksteel.upgrade.direct"": {level: 0}, ""enderio.darksteel.upgrade.energyUpgrade"": {level: 4, energy: 2500000}})",Stellar Axe
<enderio:item_stellar_alloy_boots>,Stellar Boots
"<enderio:item_stellar_alloy_boots>.withTag({""enderio.darksteel.upgrade.swim"": {level: 0}, ""enderio.darksteel.upgrade.jumpBoost"": {level: 3}, ""enderio.darksteel.upgrade.inv"": {level: 2}, ""enderio.darksteel.upgrade.energyUpgrade"": {level: 4, energy: 2500000}, ""enderio.darksteel.upgrade.anvil"": {level: 2}, ""enderio.darksteel.upgrade.step_assist"": {level: 0}})",Stellar Boots
<enderio:item_stellar_alloy_chestplate>,Stellar Chestplate
"<enderio:item_stellar_alloy_chestplate>.withTag({""enderio.darksteel.upgrade.energyUpgrade"": {level: 4, energy: 2500000}, ""enderio.darksteel.upgrade.inv"": {level: 2}, ""enderio.darksteel.upgrade.glide"": {level: 0}, ""enderio.darksteel.upgrade.anvil"": {level: 2}})",Stellar Chestplate
"<enderio:item_stellar_alloy_chestplate>.withTag({""enderio.darksteel.upgrade.energyUpgrade"": {level: 4, energy: 2500000}, ""enderio.darksteel.upgrade.inv"": {level: 2}, ""enderio.darksteel.upgrade.elytra"": {level: 0}, ""enderio.darksteel.upgrade.anvil"": {level: 2}})",Stellar Chestplate
<enderio:item_stellar_alloy_helmet>,Stellar Helmet
"<enderio:item_stellar_alloy_helmet>.withTag({""enderio.darksteel.upgrade.soundDetector"": {level: 0}, theoneprobe: 1, ""enderio.darksteel.upgrade.inv"": {level: 2}, ""enderio.darksteel.upgrade.energyUpgrade"": {level: 4, energy: 2500000}, ""enderio.darksteel.upgrade.solar"": {level: 3}, ""enderio.darksteel.upgrade.nightVision"": {level: 0}, ""enderio.darksteel.upgrade.padding"": {level: 0}, ""enderio.darksteel.upgrade.top"": {level: 0}, ""enderio.darksteel.upgrade.anvil"": {level: 2}})",Stellar Helmet
<enderio:item_stellar_alloy_leggings>,Stellar Leggings
"<enderio:item_stellar_alloy_leggings>.withTag({""enderio.darksteel.upgrade.energyUpgrade"": {level: 4, energy: 2500000}, ""enderio.darksteel.upgrade.inv"": {level: 2}, ""enderio.darksteel.upgrade.speedBoost"": {level: 3}, ""enderio.darksteel.upgrade.anvil"": {level: 2}})",Stellar Leggings
<enderio:item_stellar_alloy_pickaxe>,Stellar Pickaxe
"<enderio:item_stellar_alloy_pickaxe>.withTag({""enderio.darksteel.upgrade.travel"": {level: 0}, ""enderio.darksteel.upgrade.direct"": {level: 0}, ""enderio.darksteel.upgrade.energyUpgrade"": {level: 4, energy: 2500000}, ""enderio.darksteel.upgrade.spoon"": {level: 0}, ""enderio.darksteel.upgrade.tnt"": {level: 0}})",Stellar Pickaxe
"<enderio:item_stellar_alloy_pickaxe>.withTag({""enderio.darksteel.upgrade.travel"": {level: 0}, ""enderio.darksteel.upgrade.direct"": {level: 0}, ""enderio.darksteel.upgrade.energyUpgrade"": {level: 4, energy: 2500000}, ""enderio.darksteel.upgrade.spoon"": {level: 0}, ""enderio.darksteel.upgrade.depth"": {level: 0}, ""enderio.darksteel.upgrade.carpet"": {level: 0}, ""enderio.darksteel.upgrade.tnt"": {level: 4}})",Stellar Pickaxe
<enderio:item_stellar_alloy_sword>,The Ender Mark IV
"<enderio:item_stellar_alloy_sword>.withTag({""enderio.darksteel.upgrade.travel"": {level: 0}, ""enderio.darksteel.upgrade.direct"": {level: 0}, ""enderio.darksteel.upgrade.energyUpgrade"": {level: 4, energy: 2500000}})",The Ender Mark IV
<enderio:item_travel_staff>,Staff of Traveling
"<enderio:item_travel_staff>.withTag({""enderio.darksteel.upgrade.energyUpgrade"": {level: 3, energy: 1000000}})",Staff of Traveling
<enderio:item_xp_transfer>,Experience Rod
<enderio:item_yeta_wrench>,Yeta Wrench
<enderstorage:ender_pouch>,Ender Pouch
<enderstorage:ender_storage>,Ender Chest
<enderstorage:ender_storage:1>,Ender Tank
<extendedcrafting:compressor>,Quantum Compressor
<extendedcrafting:crafting_core>,Crafting Core
<extendedcrafting:crafting_table>,Crafting Table
<extendedcrafting:ender_alternator>,Ender Alternator
<extendedcrafting:ender_crafter>,Ender Crafter
<extendedcrafting:frame>,Black Iron Frame
<extendedcrafting:guide>,Extended Crafting Guide
<extendedcrafting:handheld_table>,Handheld Crafting Table
<extendedcrafting:interface>,Automation Interface
<extendedcrafting:lamp>,Black Iron Lamp
<extendedcrafting:lamp:1>,Black Iron Lamp
<extendedcrafting:material>,Black Iron Ingot
<extendedcrafting:material:1>,Black Iron Nugget
<extendedcrafting:material:2>,Black Iron Slate
<extendedcrafting:material:3>,Black Iron Rod
<extendedcrafting:material:7>,Luminessence
<extendedcrafting:material:8>,Basic Catalyst
